Date,Milk_Supply_Liters,Downtime_Hours,Milk_500ml_Demand,Milk_500ml_Inventory,Milk_1L_Demand,Milk_1L_Inventory,Butter_Demand,Butter_Inventory,Cheese_Demand,Cheese_Inventory,Yogurt_Demand,Yogurt_Inventory
2069-03-05,8439,0.1,1733,2163,2233,3131,3095,3296,3422,4126,3774,4519
2069-03-06,10357,0.02,1993,2131,2731,3234,2456,2472,3591,3909,3481,4393
2069-03-07,9744,0.21,1572,2087,2734,2898,3274,3593,3440,3986,4682,5366
2069-03-08,10367,0.28,1574,2204,2468,2652,2424,3334,4112,4761,4039,4644
2069-03-09,8926,0.33,2294,2769,2186,2862,3198,3711,3461,4132,4307,4886
2069-03-10,10584,2.23,1521,1851,2592,3262,3135,3743,3224,3549,4154,4688
2069-03-11,8419,0.89,1964,2398,2616,3092,2914,3130,3465,3899,4184,4306
2069-03-12,9006,0.95,2442,3081,2092,2522,3138,3905,3042,4095,4339,4880
2069-03-13,9708,1.55,2042,2910,2612,3267,2665,2857,3528,4243,3583,4417
2069-03-14,12090,1.96,2008,2439,2845,3227,2599,3254,3222,3858,3603,3880
2069-03-15,10941,0.01,1785,2261,2105,2472,3165,3649,3250,4065,3480,3856
2069-03-16,11292,2.91,1786,2475,2658,2971,2899,3257,3702,4361,3904,4433
2069-03-17,11700,6.69,1949,2571,2893,3595,3448,3913,2955,3280,4227,4775
2069-03-18,14323,0.19,1401,2089,2911,3601,2891,3184,3403,3701,3784,4000
2069-03-19,10049,1.58,2303,2682,1937,2651,2693,3524,3875,3997,4061,4803
2069-03-20,11704,0.0,2062,2449,2826,3676,3792,4415,3176,3766,4277,4689
2069-03-21,11215,0.08,1475,1807,2405,3181,2572,2959,3486,4157,3061,3471
2069-03-22,11195,0.5,2307,2594,2371,2875,3044,3695,4078,4881,4082,4403
2069-03-23,12129,2.81,2203,2652,3253,3792,3032,3697,3865,4402,4709,5054
2069-03-24,9496,1.59,2131,2637,2565,2754,3214,3722,3376,3738,3866,4385
2069-03-25,9401,0.89,2670,2818,2385,2807,2898,3586,3254,3615,3891,4294
2069-03-26,10383,0.87,2028,2535,2739,3236,2917,3489,3687,4293,3680,4267
2069-03-27,9780,0.94,2459,2777,3005,3437,2955,3595,3395,3642,4112,4323
2069-03-28,10382,0.56,2007,2563,2551,3236,3540,4485,4013,4270,4388,4883
2069-03-29,11875,3.15,2135,2738,2339,2814,3259,3735,3678,4233,3900,4404
2069-03-30,9426,1.26,1833,2260,2527,2806,2743,3507,2976,3812,3614,4106
2069-03-31,9634,0.99,1434,2042,2827,3301,2841,3458,3071,3659,4309,4535
2069-04-01,10209,0.94,1452,1768,2406,2821,2960,3414,3171,3581,3794,4339
2069-04-02,9726,4.12,1974,2485,2827,3345,2731,3315,3252,3905,4014,4016
2069-04-03,7703,1.93,1928,2207,2457,2898,2517,2852,3478,4011,4506,4935
2069-04-04,9303,0.23,1646,2287,1943,2476,2795,3397,3651,4301,4052,4681
2069-04-05,10824,0.86,1916,2323,2955,3576,2726,3470,3126,3150,4310,4766
2069-04-06,11725,0.51,2135,2533,2600,3242,3472,3925,3085,3673,4260,4661
2069-04-07,8614,6.5,2387,2709,2816,3290,3025,3253,3170,3725,3814,4446
2069-04-08,8608,0.81,1792,2658,2590,2972,2550,2853,3359,4422,3320,3661
2069-04-09,10036,0.11,2117,2399,2511,3277,2907,3293,3683,4283,4486,5152
2069-04-10,7509,0.79,2521,2961,2721,3036,3131,3766,3173,3749,3803,4353
2069-04-11,9466,0.58,2225,2673,2453,3107,3219,3855,3646,3968,4308,4596
2069-04-12,7916,1.37,1769,2071,3044,3133,3059,3533,3332,3676,4140,4421
2069-04-13,11642,0.38,2030,2244,2490,2729,3158,3690,3234,3340,4186,4708
2069-04-14,9076,0.05,2055,2434,3045,3382,2958,3378,3385,3720,3741,4613
2069-04-15,11983,0.15,2191,2800,2681,3134,2958,3637,3421,4011,3658,4338
2069-04-16,11336,0.5,2011,2685,1785,2367,3988,4477,3972,4468,3648,4299
2069-04-17,9224,0.64,2145,2702,2203,2722,2819,2623,3617,4181,4154,4639
2069-04-18,8713,2.7,2305,2466,2754,3273,2622,2926,3151,3679,3710,4193
2069-04-19,9767,0.47,1684,2134,2224,2861,2868,3513,3990,4094,4496,4904
2069-04-20,9874,0.05,1603,2496,2093,2982,2967,3498,3904,4712,4687,5347
2069-04-21,10415,2.28,2182,2649,2885,3852,2530,2947,3172,3732,3894,4321
2069-04-22,9068,3.05,1954,2240,2023,2331,3150,3164,3160,3523,3827,4591
2069-04-23,10895,1.02,2258,2611,2733,3156,2817,3492,3308,3642,4538,4913
2069-04-24,10318,0.5,2326,2718,2391,2617,2306,3237,3116,3607,3635,4499
2069-04-25,9591,2.22,1444,2085,2710,3422,2993,3887,3721,3557,4143,4516
2069-04-26,9145,0.01,1748,2128,2579,2936,2756,3160,3714,3682,4826,5247
2069-04-27,9778,3.87,1962,2708,1878,2594,3304,3746,3577,4205,4107,4727
2069-04-28,9019,3.01,1692,2108,2405,2946,2696,3370,3404,3971,4048,4754
2069-04-29,10070,1.18,1858,2399,2426,3056,2837,3355,3581,3972,4035,4785
2069-04-30,10102,0.49,1616,1910,2622,3339,3103,3628,3397,4277,4244,4514
2069-05-01,10314,0.05,1868,2556,2595,3184,2889,2949,3374,3925,3567,3941
2069-05-02,12119,12.97,1710,2255,2426,2503,2716,3052,3449,4136,4280,4910
2069-05-03,9841,2.15,2103,3064,2159,2485,2715,3174,3552,4311,3635,4028
2069-05-04,11205,0.62,2270,2758,2644,3419,3360,4215,3633,4177,3685,4318
2069-05-05,10275,0.03,2122,2465,2761,3337,2839,3691,3183,4204,3745,4303
2069-05-06,9714,1.53,2779,3305,2599,3254,2639,2916,3448,3885,3939,4734
2069-05-07,9857,6.5,2281,2655,2434,2909,2924,3177,3509,4044,3684,4472
2069-05-08,9929,1.84,2270,3033,2388,3232,2956,3792,3482,4222,3946,4731
2069-05-09,10335,0.13,1975,1857,2224,3070,3172,3895,2934,3707,4048,4562
2069-05-10,8848,0.77,1907,2457,2574,3197,2614,3019,3456,4023,4378,4846
2069-05-11,8241,0.17,2381,2947,2557,3077,3509,3942,3373,3783,3760,4243
2069-05-12,10785,3.65,1924,2251,2750,3206,2837,3108,3243,3598,4211,4485
2069-05-13,11077,0.6,2010,2723,2313,2795,3518,3775,3678,3759,3814,4244
2069-05-14,10894,1.98,1948,2584,2535,3037,3060,3239,3749,4150,3933,4572
2069-05-15,10185,0.13,2161,2715,2105,2766,3170,3642,3594,3977,4102,4503
2069-05-16,10920,0.21,2267,2386,2398,2964,3247,3663,3148,3376,4277,4764
2069-05-17,10856,1.71,2319,2608,2331,2527,2875,2967,3203,3410,4087,4252
2069-05-18,10945,2.78,1908,2798,2817,3481,2593,3019,3908,4466,3982,4690
2069-05-19,8968,0.34,2054,2554,3011,3353,3215,3656,3890,4421,3823,4479
2069-05-20,8683,0.81,2099,2881,2147,2432,3650,4333,3686,4330,3686,4554
2069-05-21,9533,1.45,2439,2651,2772,3279,3003,3562,3221,3288,4608,5288
2069-05-22,9979,2.39,1464,1767,2704,3579,3017,3259,3706,3873,4063,4711
2069-05-23,9709,1.48,2003,2406,2335,3141,3099,3781,3898,4748,4371,4879
2069-05-24,7747,0.15,1807,2373,2274,3008,2561,2787,4166,4923,4059,4235
2069-05-25,12066,1.17,1840,2541,2270,2476,3352,3816,3182,3469,3538,3647
2069-05-26,9671,3.24,1744,2140,2386,3036,2627,2948,4140,4490,4490,5349
2069-05-27,10207,3.04,2161,3024,2392,2820,3448,4193,2931,3624,3678,4288
2069-05-28,11493,1.32,1264,1879,2454,2845,3078,3377,3935,4426,4106,4577
2069-05-29,7186,8.17,1958,2382,2347,2630,3383,3426,3360,3548,2993,3217
2069-05-30,9385,0.17,1453,1950,2741,2781,2464,3238,3700,3924,4262,4887
2069-05-31,9535,0.98,1792,2277,2652,3237,3263,3607,3164,3513,4059,4734
2069-06-01,9596,2.24,1935,2436,2448,2940,3056,3555,3825,4079,3818,4511
2069-06-02,9791,0.23,1878,2249,2338,2845,2925,3407,3235,3853,4301,4977
2069-06-03,11736,5.4,2204,2626,2330,2794,3343,3609,3228,3697,3980,4719
2069-06-04,10808,0.66,2374,2806,2631,3109,3233,3844,3879,4484,3903,4356
2069-06-05,11149,0.65,2587,3005,2516,3021,3053,3538,3093,3561,4161,4548
2069-06-06,10056,0.36,1997,2537,2559,3072,2350,2788,3267,3691,3790,4349
2069-06-07,8320,0.51,2348,2917,2757,3645,2903,3338,3928,4392,3787,4137
2069-06-08,7504,1.29,2439,3000,2483,3019,3271,3404,3614,4045,4049,4603
2069-06-09,8164,0.84,1857,2429,2911,3462,2812,3336,3701,4006,3876,4076
2069-06-10,10431,0.32,2369,2833,1899,2223,3091,3725,3350,3682,4257,4741
2069-06-11,10038,2.48,1347,1807,2105,2747,3195,3502,3095,3984,4286,4942
2069-06-12,9747,0.1,2089,2299,3043,3302,3377,4063,3456,3369,4510,5282
2069-06-13,9557,2.7,2481,2843,2380,2949,3066,3058,3337,4091,4051,4604
2069-06-14,12414,0.48,2029,2565,2588,3354,2723,3317,3340,3906,4020,4626
2069-06-15,9012,1.03,1942,2352,2875,3550,3371,3857,3439,3946,3595,4107
2069-06-16,11113,0.72,1941,2277,2602,3009,2927,3725,3603,4149,3984,4655
2069-06-17,10002,1.27,2440,3506,2773,3158,3154,3434,3284,4201,3346,3838
2069-06-18,9926,2.38,1522,2164,2684,3460,2808,3278,3636,4278,4132,4769
2069-06-19,11411,6.81,1882,2508,2794,3266,2610,3222,3861,4363,3652,3957
2069-06-20,11755,0.55,2252,2539,2647,3239,2625,3382,3647,3801,3348,3642
2069-06-21,9712,1.21,2095,2536,2719,3356,3426,3645,3904,4504,3908,4456
2069-06-22,10959,0.94,2356,2653,2326,2833,2988,3843,3799,4440,3986,4578
2069-06-23,10436,10.26,2204,2632,2656,3073,3218,3285,3786,4308,3620,3958
2069-06-24,10008,2.48,1858,2382,2487,3073,3618,4111,3323,3532,4230,4792
2069-06-25,10245,0.76,2174,2744,2473,2908,3280,3817,3790,4335,3206,3534
2069-06-26,9174,0.97,1604,2179,1996,2589,3569,3792,3500,3695,4690,5122
2069-06-27,9632,0.42,1394,1871,2373,2916,2684,3301,3942,4428,4123,4760
2069-06-28,9303,2.11,1816,2242,2459,3000,3001,3508,3995,4535,3653,4200
2069-06-29,11081,2.8,2023,2413,2966,3753,2733,3186,3767,4007,3721,3905
2069-06-30,9885,5.03,1756,2258,2416,2786,2679,3094,3570,4137,3966,4714
2069-07-01,8442,1.25,2052,2589,2584,3118,2817,3375,3608,4044,3887,4324
2069-07-02,9131,1.67,2017,2637,2912,3302,2775,3280,3569,4009,3819,3984
2069-07-03,6160,0.89,1441,1869,2128,2659,2823,3458,3261,3382,4164,4759
2069-07-04,9406,1.41,1838,2312,2385,3111,3026,3319,3213,3908,4393,4955
2069-07-05,10045,0.64,2282,2530,2763,3271,3096,3482,3694,4441,3668,3989
2069-07-06,9836,2.01,2145,2539,3240,3721,3292,4113,3296,4178,3765,4247
2069-07-07,12376,0.03,1791,2524,1904,2093,3169,3229,3578,4229,3896,4665
2069-07-08,10689,0.04,2185,2229,2464,2920,3586,4146,3389,4292,4247,4863
2069-07-09,10636,1.89,2526,3011,2688,3098,3633,3843,3212,3846,4040,4902
2069-07-10,8028,4.0,1872,2353,2752,2974,2851,3297,3293,4061,4085,4669
2069-07-11,9562,1.5,2222,2607,3173,3587,3076,3562,4172,4649,4103,4646
2069-07-12,9416,1.94,2175,2313,2306,2852,3006,3730,3295,4189,3878,4660
2069-07-13,9056,2.61,1856,2321,2429,3047,2694,2926,3302,3470,4568,4915
2069-07-14,9040,0.67,1660,2310,2011,2836,3275,3738,3229,3671,4258,4727
2069-07-15,7830,0.17,2495,3113,2538,3071,3247,3800,3564,3920,3492,4146
2069-07-16,8468,4.06,2326,2799,2653,3656,3211,3711,3422,4157,4582,5109
2069-07-17,11048,4.18,1916,2677,3127,3535,3281,3846,2987,3868,3644,4339
2069-07-18,9828,0.87,2364,2934,3011,3416,2813,3479,3956,4274,4158,4672
2069-07-19,9392,0.37,2166,2284,2954,3822,3393,3604,2812,3368,3847,4513
2069-07-20,9993,3.34,2361,2944,2291,2620,3378,3985,3214,3427,4768,5108
2069-07-21,11400,1.85,1462,2212,2627,3086,2355,3215,3403,4028,4071,4551
2069-07-22,10005,0.01,1877,2380,2616,3111,2869,3047,3728,4573,3806,4169
2069-07-23,10648,0.17,2472,2866,2640,3167,3149,3488,3305,3426,4227,4635
2069-07-24,8984,6.13,2795,3382,2487,2824,3860,4235,3294,3542,3732,3864
2069-07-25,9257,0.06,1883,2254,2839,3381,3079,3719,3546,4231,3899,4306
2069-07-26,10424,0.5,1877,2141,2393,3182,3101,3542,3357,4015,4596,5214
2069-07-27,12271,1.19,2204,2549,2598,3260,2924,3510,3096,3655,3810,4076
2069-07-28,11715,0.31,2103,2561,2935,3543,2976,3599,3856,3945,4505,4727
2069-07-29,10699,0.4,2159,2735,3146,3718,3462,3775,3682,4266,3834,4183
2069-07-30,10181,0.65,1351,2072,2251,2400,3033,3566,3764,4499,4140,4347
2069-07-31,11681,0.47,1928,2517,2665,2941,3448,3696,3555,3958,4025,4795
2069-08-01,10953,2.44,2241,2098,2636,3424,2936,3469,3467,3898,3933,4345
2069-08-02,7247,1.04,1293,1744,2865,3348,3124,3881,3919,4287,4565,5312
2069-08-03,8735,0.49,1514,1551,2990,3632,2458,2811,3276,3702,3591,4137
2069-08-04,10405,0.56,1467,1944,2399,2921,2828,3179,3651,4015,3932,4438
2069-08-05,7855,0.06,2195,2688,2477,2713,2909,3495,3554,3895,3681,4103
2069-08-06,8922,0.08,1721,2217,2521,3051,2986,3710,3530,3852,3646,3986
2069-08-07,9160,1.9,1639,2533,2643,3169,2968,3334,3050,3635,3754,3845
2069-08-08,9692,0.18,2016,2555,2748,3391,2954,3756,3212,3667,4221,4697
2069-08-09,9655,0.97,1627,1927,2387,3267,3377,4182,4053,4629,3502,3980
2069-08-10,9653,2.77,2135,2618,3057,3868,2865,3395,3683,4185,4129,4778
2069-08-11,10990,0.69,2724,3144,1951,2534,3196,3694,3149,3467,3806,4308
2069-08-12,9681,0.64,1889,2188,2141,2622,3013,3540,2988,3370,4381,4857
2069-08-13,9538,3.1,1417,2137,2682,3141,2907,3740,3158,3791,3906,4447
2069-08-14,8380,3.0,1864,2578,2450,2832,3643,4209,3232,3919,3971,4539
2069-08-15,11229,3.18,2146,2640,2330,3167,3187,3723,3697,4460,4047,4461
2069-08-16,9194,1.27,2117,2980,2787,3779,2964,3570,2938,3256,3909,4434
2069-08-17,8695,4.56,2251,2675,2743,3496,3188,3698,3992,4722,3654,4071
2069-08-18,10255,2.56,1821,2424,2874,3420,3176,3438,3628,4224,4075,4287
2069-08-19,9079,0.81,1915,2479,2189,2449,2973,3508,3861,4450,4009,4410
2069-08-20,9368,1.49,1264,1955,2743,3164,2706,3143,3523,4039,4182,4757
2069-08-21,10310,0.19,2184,2963,2740,3558,2886,3545,3447,3972,3892,4504
2069-08-22,9608,1.2,1606,2024,2197,2560,2073,2784,3334,4098,3645,4435
2069-08-23,12773,0.46,2060,2612,2511,2812,2813,3068,3355,3593,3674,4339
2069-08-24,9910,0.5,1738,2625,2790,3113,3197,3826,3581,4196,4004,4500
2069-08-25,10741,0.2,1973,2256,2902,3204,3089,3371,3581,4123,3740,3991
2069-08-26,7669,0.67,2287,3032,2455,2894,2920,3198,3136,3648,3997,4673
2069-08-27,8967,0.98,1868,2323,2170,2669,3143,3848,2753,3409,4389,5306
2069-08-28,8695,1.38,1778,2250,2959,3511,3289,3617,3418,3693,3600,4020
2069-08-29,8854,0.55,2000,2259,2511,3048,3038,3800,3927,4489,3777,4245
2069-08-30,10498,2.36,1807,2106,1933,2497,2922,3448,3392,4106,4284,4842
2069-08-31,11242,1.1,1717,2179,2428,2946,2930,3104,2608,2875,3368,3695
2069-09-01,10413,1.52,2559,2862,2839,3365,2734,3268,3644,3964,4134,4571
2069-09-02,9728,0.49,1443,2041,2134,2609,3243,3766,3420,4083,4428,4991
2069-09-03,9242,2.52,2196,2789,2535,2935,3623,4212,3232,3955,4216,5030
2069-09-04,11336,1.47,1959,2510,2401,3432,2621,3054,2869,3536,3801,4088
2069-09-05,12485,2.97,1752,2151,2488,2930,2837,3411,3615,4145,4258,4577
2069-09-06,10162,0.26,2104,2387,2369,2874,3093,3341,3732,4094,3988,4501
2069-09-07,11127,0.72,2010,2587,2650,3146,2908,3027,3419,3822,4115,4514
2069-09-08,10412,0.18,2396,2852,2433,3286,3188,3369,3183,3603,4616,4993
2069-09-09,10906,0.36,1659,2150,2697,3225,2741,3113,2810,3546,4351,4733
2069-09-10,8602,0.75,1845,2471,2389,3165,2380,2673,4261,4846,3257,3550
2069-09-11,9414,3.37,2303,2837,2835,3318,3282,3556,3481,4050,4092,4757
2069-09-12,10474,1.22,1938,2367,2503,2809,3230,3653,3689,4370,3825,4194
2069-09-13,11454,0.6,2164,3103,2137,2845,3257,3694,3445,3938,3637,4197
2069-09-14,9018,2.06,2364,2721,2243,2574,3588,3943,3464,3659,3805,3821
2069-09-15,7560,0.03,2168,2405,2152,2955,2856,3407,3441,4087,4226,5071
2069-09-16,9402,0.69,1816,2305,2169,2588,3556,4110,3631,4045,4082,4282
2069-09-17,11212,1.38,1894,2339,2106,2600,3456,3664,3731,4337,4055,4513
2069-09-18,8099,1.31,2366,2927,2174,2661,2911,3579,3661,3889,4757,5315
2069-09-19,8587,1.4,2046,2331,2498,2849,2650,2906,3802,4313,3958,4388
2069-09-20,10187,0.36,1938,2099,2721,3625,2706,2740,3599,4215,4011,4462
2069-09-21,9860,0.62,2115,2845,2094,2560,3205,3672,3482,4098,3458,3711
2069-09-22,10713,4.02,1614,2242,2258,2453,2684,3139,3505,3929,4159,4741
2069-09-23,8525,5.47,1928,2542,2740,3387,3069,3700,3441,3869,4162,4505
2069-09-24,9610,0.56,1976,2275,2452,2635,2934,3660,3750,3931,4332,4932
2069-09-25,11434,1.55,1971,2421,1986,2437,3077,3506,2940,3454,3671,4244
2069-09-26,8568,0.41,1881,2375,2511,2823,3275,3501,3625,4069,3884,4517
2069-09-27,11772,0.69,1907,2740,2608,3113,3121,3391,3447,3858,3852,4295
2069-09-28,8719,2.36,1965,2339,2594,3439,3261,3506,3495,3959,4131,4594
2069-09-29,11019,1.04,2438,3085,3173,3755,3576,3857,3596,3984,4072,4565
2069-09-30,9552,2.84,1339,1629,2274,2496,2425,3174,3588,3914,3972,4983
2069-10-01,8626,1.49,2209,2738,2830,3065,3083,3818,3721,3865,3956,4472
2069-10-02,9403,1.49,1973,2759,2492,3118,2987,3340,3479,3926,3906,4537
2069-10-03,10653,0.05,1981,2691,2640,3320,3003,3562,3432,3668,4018,4547
2069-10-04,9991,2.08,1878,2386,2304,2683,2384,3044,3391,3863,3744,4113
2069-10-05,11342,5.72,2150,2377,2298,2955,3065,3319,3379,4114,3722,3687
2069-10-06,11722,0.96,2285,2693,2124,2363,2848,3290,3223,3776,4037,4831
2069-10-07,8580,0.26,1431,1757,2059,2687,3211,3778,3974,5031,3943,4632
2069-10-08,8492,5.66,2628,3055,2701,3437,3770,4409,3372,4086,4116,4700
2069-10-09,8434,0.51,2043,2723,2339,3043,2669,2948,2880,3352,3567,4582
2069-10-10,8920,0.79,2032,2430,3263,3898,3109,3809,3435,4069,4036,4811
2069-10-11,11325,0.12,1581,2396,2357,2486,2463,2730,3141,3542,3819,4065
2069-10-12,10672,0.18,1828,2067,2701,3101,3044,3429,3475,3591,4333,4831
2069-10-13,9345,0.37,2407,3038,2516,2955,3284,3919,3336,3421,3618,4269
2069-10-14,9986,1.19,2020,2336,1952,2383,3145,3383,3374,4038,4022,4718
2069-10-15,11685,1.22,2124,2626,2096,2365,3408,3506,3681,4150,4154,4694
2069-10-16,12289,1.4,1861,2201,2046,3040,3200,3816,3592,4083,3677,4107
2069-10-17,10311,1.31,2591,3529,2940,3241,2476,3051,3844,4347,4213,4493
2069-10-18,6808,1.03,1954,2490,2889,3151,3563,3998,4024,4214,3955,4600
2069-10-19,10356,2.43,2339,2567,3078,3450,2555,2912,3562,3945,4308,4839
2069-10-20,11121,4.07,1954,2245,1833,2585,3554,4150,3457,4154,4226,4502
2069-10-21,10269,0.47,2104,2408,2089,2553,3203,4195,3611,4030,3532,4354
2069-10-22,10871,0.21,2105,2721,2681,3479,3109,3814,3237,3615,3896,4479
2069-10-23,10428,0.83,2277,2669,2269,2656,3517,4202,3252,3644,4343,5160
2069-10-24,8518,0.04,2221,2791,2708,3206,3174,3737,3321,3560,4179,4524
2069-10-25,8936,3.22,1857,2546,2366,2960,3292,3497,3431,3969,4070,4548
2069-10-26,9614,0.41,2347,2574,2335,2636,3058,3405,3307,3991,3877,4072
2069-10-27,11278,1.2,1702,2514,1955,2242,2812,3348,3816,4444,4295,4592
2069-10-28,9080,0.18,1644,1918,2326,3069,2686,3147,3676,4010,3652,4070
2069-10-29,10547,1.21,1912,2661,2611,2767,3632,4319,3341,3422,4122,4937
2069-10-30,10364,0.06,2118,2598,2203,2551,3457,4097,2793,3455,3917,4245
2069-10-31,11903,2.2,1693,2573,2520,3172,2962,3753,3457,3949,4194,4744
2069-11-01,9949,4.67,1976,2385,2185,2861,2814,3103,3758,4465,4848,4915
2069-11-02,7894,0.55,1584,1995,2267,2805,3482,4455,3620,4032,4591,4794
2069-11-03,10776,0.45,1919,2544,2288,2730,3284,3712,3453,3825,3863,4827
2069-11-04,12565,0.89,2291,2591,2639,3601,3324,4132,3378,3511,4337,4924
2069-11-05,10854,1.45,1746,1991,2757,3364,3397,3747,3440,4123,3934,4256
2069-11-06,9054,0.31,1633,2279,3051,3863,3361,3972,3107,3646,3463,3690
2069-11-07,8701,2.44,2113,2805,2733,3317,3588,4553,3424,4262,3739,4136
2069-11-08,8856,0.33,1763,2486,2609,3022,3255,3558,2914,3212,3915,4499
2069-11-09,12403,0.01,2726,3362,3032,3831,2604,3293,3008,3470,4076,4783
2069-11-10,9607,1.11,2057,2426,2582,2828,2899,3534,3581,4524,3824,4221
2069-11-11,9204,0.18,2307,2843,2684,3080,3151,3611,3471,3749,4263,4893
2069-11-12,9809,1.8,1605,1910,2786,3378,3101,3764,3118,3720,3678,4204
2069-11-13,9619,0.27,2137,2972,2552,3216,3243,3720,3760,4495,4243,4448
2069-11-14,11881,2.55,1698,2299,2479,2752,3013,3688,3438,3898,3786,4490
2069-11-15,8782,0.95,1946,2596,2450,2779,2565,3114,3631,4208,3746,4355
2069-11-16,11416,1.25,1774,2366,2328,2701,3089,3668,3779,4700,3630,4766
2069-11-17,10146,0.31,2311,2743,2351,2849,2459,3025,3246,3696,3940,4456
2069-11-18,11448,0.24,2096,2934,2818,3024,2489,2740,3071,3662,3934,4138
2069-11-19,11899,1.5,2035,2556,2170,2506,3159,3448,3331,3965,4538,5098
2069-11-20,10101,0.44,2408,3160,2541,2754,2722,3010,3264,3755,3951,4344
2069-11-21,9621,0.73,2004,2449,2492,2809,2872,3132,3510,3917,4634,4936
2069-11-22,10079,0.98,2309,3330,2072,2571,3149,3566,3598,4000,3903,4271
2069-11-23,9886,0.39,2540,3134,2751,3179,2835,2974,3326,3825,4038,4464
2069-11-24,8011,2.38,2042,2456,2099,2972,3124,3668,3744,4089,3698,4454
2069-11-25,11862,4.21,2077,2380,2276,2797,3359,3690,4011,4627,3932,4434
2069-11-26,10294,0.85,2286,2986,2474,3041,2747,3307,3035,3236,3319,3547
2069-11-27,8604,3.74,2431,2911,2946,3538,2832,3369,3219,4204,3614,4157
2069-11-28,7518,3.21,2038,2294,2656,3057,3190,3509,3414,3977,4219,4674
2069-11-29,7206,0.27,1808,2234,2593,3322,2869,3409,3260,3695,4766,5360
2069-11-30,10924,0.29,2259,2696,2905,3329,3188,3536,3617,4046,3799,4425
2069-12-01,9257,0.97,2171,2502,2420,3474,3154,4099,3192,3896,4253,5121
2069-12-02,9454,1.12,2257,3013,3099,3491,2901,3171,3294,3385,3791,4242
2069-12-03,10585,0.63,2209,2585,2651,3285,3398,4038,3920,4335,3851,4388
2069-12-04,9380,0.56,2062,2455,2540,3060,2640,3301,3889,4406,4103,4525
2069-12-05,10655,0.85,2079,2552,1960,2270,3183,3839,3857,4429,3623,4180
2069-12-06,10114,1.76,2210,2798,2792,2943,2365,3348,3252,3879,4259,4716
2069-12-07,9899,0.13,1565,2070,2661,3200,3028,3558,3706,3882,4419,4976
2069-12-08,8112,1.86,2398,3338,2433,3247,3018,3529,3812,4353,3978,4427
2069-12-09,9016,3.91,2134,2642,2348,3020,2638,3279,3180,3713,3993,4429
2069-12-10,10723,2.16,1746,2580,3104,3848,3460,4522,2895,3407,3169,3579
2069-12-11,9181,0.32,2055,2687,2260,2734,2671,3446,3685,4490,3978,4149
2069-12-12,11446,0.14,2395,2872,2604,3098,2898,3322,2924,3534,3901,4627
2069-12-13,12815,1.01,2087,2701,2510,3131,3354,4394,3288,3711,3612,4068
2069-12-14,10787,4.7,1780,2335,2706,3350,3067,3590,2990,3639,4290,4979
2069-12-15,11791,2.56,1617,2252,1923,2244,2883,3432,3508,3854,3497,3583
2069-12-16,10864,1.24,2739,3105,2701,2935,2820,3718,4083,4778,4240,4552
2069-12-17,9358,0.23,1478,1899,2979,3302,3006,3510,3721,4233,3917,4132
2069-12-18,10240,1.88,2101,2487,1929,2098,2883,3255,3950,4519,4532,4870
2069-12-19,12415,2.51,1824,2553,2215,2707,3034,3668,3657,3704,4542,5318
2069-12-20,9371,4.1,2312,3136,2669,3213,2805,3620,3015,3393,4282,4750
2069-12-21,8752,1.42,1635,2059,2459,2885,3266,3650,3472,4316,4460,4953
2069-12-22,8638,1.08,2482,2763,2703,3456,2810,3460,3588,4080,4108,4552
2069-12-23,9738,1.45,1962,2252,2723,3177,2552,2980,3656,4347,4570,5099
2069-12-24,8795,4.3,1933,2663,2567,2749,3845,4223,3795,4478,3887,4483
2069-12-25,12008,1.48,1906,2305,3028,3493,3300,3667,3262,4030,4230,4802
2069-12-26,10259,0.45,1822,2329,2725,2933,2798,3495,3552,4261,4093,4552
2069-12-27,11166,1.52,1889,2494,2102,2503,2734,3353,3422,3887,4162,4757
2069-12-28,9641,3.18,2215,2910,2710,3276,3206,3841,3749,4308,3780,4203
2069-12-29,8631,1.26,1483,1642,2490,3063,2806,3495,3487,3841,3854,4518
2069-12-30,8428,1.05,1775,2240,2664,3088,3311,3614,3516,4009,4003,4333
2069-12-31,8910,1.98,2448,3010,2850,3314,3155,3515,3528,3668,4022,4555
2070-01-01,10417,1.62,1972,2136,2984,3330,3087,3347,3608,3784,4181,4754
2070-01-02,10623,0.09,1828,2133,2525,2991,3056,3820,3503,3886,4114,4312
2070-01-03,10723,1.94,1617,2311,2751,3362,3438,4103,3877,4407,3777,4203
2070-01-04,8213,0.79,1648,1926,2175,2768,2939,3227,3000,3521,3757,4393
2070-01-05,9999,4.24,2294,3058,2360,2740,3042,3567,3767,4215,4018,4353
2070-01-06,8768,5.3,1753,2342,2331,2819,2772,3279,3627,3809,3974,4354
2070-01-07,10481,0.89,2241,2993,2810,3497,3181,3869,3576,3894,3211,3981
2070-01-08,10574,5.2,1705,2225,3018,3672,2740,2963,3426,4066,4038,4369
2070-01-09,8593,0.56,1962,2529,3456,3915,3366,3976,4040,4867,4124,4690
2070-01-10,11161,1.72,1979,2296,2758,3238,3395,3936,3499,3978,4219,4406
2070-01-11,12806,0.12,1773,2112,2837,3409,2501,2822,3878,4064,4073,4309
2070-01-12,11001,0.23,2023,2469,1980,2532,3307,4041,4076,4981,3982,4276
2070-01-13,9804,3.0,1365,1949,1963,2611,2627,3175,3288,3659,3919,4970
